configuration,role,seed,L,q0,q1,q,q_threshold,threshold_count,accept_rule,executor_equivalent,trials,accepted,rejected,acceptance_rate,simulation_level
L16_q00_q10.2_qth0.1,honest,2026090507,16,0.0,0.2,0.0,0.1,1,errors<=floor(L*q_threshold),errors*100<=16*10,100000,100000,0,1.0,L_independent_error_events_per_trial
L16_q00_q10.2_qth0.1,honest,2026090508,16,0.0,0.2,0.0,0.1,1,errors<=floor(L*q_threshold),errors*100<=16*10,100000,100000,0,1.0,L_independent_error_events_per_trial
L16_q00_q10.2_qth0.1,honest,2026090509,16,0.0,0.2,0.0,0.1,1,errors<=floor(L*q_threshold),errors*100<=16*10,100000,100000,0,1.0,L_independent_error_events_per_trial
L16_q00_q10.2_qth0.1,honest,2026090510,16,0.0,0.2,0.0,0.1,1,errors<=floor(L*q_threshold),errors*100<=16*10,100000,100000,0,1.0,L_independent_error_events_per_trial
L16_q00_q10.2_qth0.1,attack,2026090501,16,0.0,0.2,0.2,0.1,1,errors<=floor(L*q_threshold),errors*100<=16*10,100000,14068,85932,0.14068,L_independent_error_events_per_trial
L16_q00_q10.2_qth0.1,attack,2026090502,16,0.0,0.2,0.2,0.1,1,errors<=floor(L*q_threshold),errors*100<=16*10,100000,13758,86242,0.13758,L_independent_error_events_per_trial
L16_q00_q10.2_qth0.1,attack,2026090503,16,0.0,0.2,0.2,0.1,1,errors<=floor(L*q_threshold),errors*100<=16*10,100000,14052,85948,0.14052,L_independent_error_events_per_trial
L16_q00_q10.2_qth0.1,attack,2026090504,16,0.0,0.2,0.2,0.1,1,errors<=floor(L*q_threshold),errors*100<=16*10,100000,13921,86079,0.13921,L_independent_error_events_per_trial
L16_q00_q10.2_qth0.1,attack,2026090505,16,0.0,0.2,0.2,0.1,1,errors<=floor(L*q_threshold),errors*100<=16*10,100000,13948,86052,0.13948,L_independent_error_events_per_trial
L16_q00_q10.2_qth0.1,attack,2026090506,16,0.0,0.2,0.2,0.1,1,errors<=floor(L*q_threshold),errors*100<=16*10,100000,13958,86042,0.13958,L_independent_error_events_per_trial
L16_q00_q10.2_qth0.1,attack,2026090507,16,0.0,0.2,0.2,0.1,1,errors<=floor(L*q_threshold),errors*100<=16*10,100000,14075,85925,0.14075,L_independent_error_events_per_trial
L16_q00_q10.2_qth0.1,attack,2026090508,16,0.0,0.2,0.2,0.1,1,errors<=floor(L*q_threshold),errors*100<=16*10,100000,14138,85862,0.14138,L_independent_error_events_per_trial
L16_q00_q10.2_qth0.1,attack,2026090509,16,0.0,0.2,0.2,0.1,1,errors<=floor(L*q_threshold),errors*100<=16*10,100000,14057,85943,0.14057,L_independent_error_events_per_trial
L16_q00_q10.2_qth0.1,attack,2026090510,16,0.0,0.2,0.2,0.1,1,errors<=floor(L*q_threshold),errors*100<=16*10,100000,14047,85953,0.14047,L_independent_error_events_per_trial
L16_q00_q10.2_qth0.15,honest,2026090501,16,0.0,0.2,0.0,0.15,2,errors<=floor(L*q_threshold),errors*100<=16*15,100000,100000,0,1.0,L_independent_error_events_per_trial
L16_q00_q10.2_qth0.15,honest,2026090502,16,0.0,0.2,0.0,0.15,2,errors<=floor(L*q_threshold),errors*100<=16*15,100000,100000,0,1.0,L_independent_error_events_per_trial
L16_q00_q10.2_qth0.15,honest,2026090503,16,0.0,0.2,0.0,0.15,2,errors<=floor(L*q_threshold),errors*100<=16*15,100000,100000,0,1.0,L_independent_error_events_per_trial
L16_q00_q10.2_qth0.15,honest,2026090504,16,0.0,0.2,0.0,0.15,2,errors<=floor(L*q_threshold),errors*100<=16*15,100000,100000,0,1.0,L_independent_error_events_per_trial
L16_q00_q10.2_qth0.15,honest,2026090505,16,0.0,0.2,0.0,0.15,2,errors<=floor(L*q_threshold),errors*100<=16*15,100000,100000,0,1.0,L_independent_error_events_per_trial
L16_q00_q10.2_qth0.15,honest,2026090506,16,0.0,0.2,0.0,0.15,2,errors<=floor(L*q_threshold),errors*100<=16*15,100000,100000,0,1.0,L_independent_error_events_per_trial
L16_q00_q10.2_qth0.15,honest,2026090507,16,0.0,0.2,0.0,0.15,2,errors<=floor(L*q_threshold),errors*100<=16*15,100000,100000,0,1.0,L_independent_error_events_per_trial
L16_q00_q10.2_qth0.15,honest,2026090508,16,0.0,0.2,0.0,0.15,2,errors<=floor(L*q_threshold),errors*100<=16*15,100000,100000,0,1.0,L_independent_error_events_per_trial
L16_q00_q10.2_qth0.15,honest,2026090509,16,0.0,0.2,0.0,0.15,2,errors<=floor(L*q_threshold),errors*100<=16*15,100000,100000,0,1.0,L_independent_error_events_per_trial
L16_q00_q10.2_qth0.15,honest,2026090510,16,0.0,0.2,0.0,0.15,2,errors<=floor(L*q_threshold),errors*100<=16*15,100000,100000,0,1.0,L_independent_error_events_per_trial
L16_q00_q10.2_qth0.15,attack,2026090501,16,0.0,0.2,0.2,0.15,2,errors<=floor(L*q_threshold),errors*100<=16*15,100000,35156,64844,0.35156,L_independent_error_events_per_trial
L16_q00_q10.2_qth0.15,attack,2026090502,16,0.0,0.2,0.2,0.15,2,errors<=floor(L*q_threshold),errors*100<=16*15,100000,34831,65169,0.34831,L_independent_error_events_per_trial
L16_q00_q10.2_qth0.15,attack,2026090503,16,0.0,0.2,0.2,0.15,2,errors<=floor(L*q_threshold),errors*100<=16*15,100000,35100,64900,0.351,L_independent_error_events_per_trial
L16_q00_q10.2_qth0.15,attack,2026090504,16,0.0,0.2,0.2,0.15,2,errors<=floor(L*q_threshold),errors*100<=16*15,100000,35128,64872,0.35128,L_independent_error_events_per_trial
L16_q00_q10.2_qth0.15,attack,2026090505,16,0.0,0.2,0.2,0.15,2,errors<=floor(L*q_threshold),errors*100<=16*15,100000,35184,64816,0.35184,L_independent_error_events_per_trial
L16_q00_q10.2_qth0.15,attack,2026090506,16,0.0,0.2,0.2,0.15,2,errors<=floor(L*q_threshold),errors*100<=16*15,100000,35059,64941,0.35059,L_independent_error_events_per_trial
L16_q00_q10.2_qth0.15,attack,2026090507,16,0.0,0.2,0.2,0.15,2,errors<=floor(L*q_threshold),errors*100<=16*15,100000,35270,64730,0.3527,L_independent_error_events_per_trial
L16_q00_q10.2_qth0.15,attack,2026090508,16,0.0,0.2,0.2,0.15,2,errors<=floor(L*q_threshold),errors*100<=16*15,100000,35104,64896,0.35104,L_independent_error_events_per_trial
L16_q00_q10.2_qth0.15,attack,2026090509,16,0.0,0.2,0.2,0.15,2,errors<=floor(L*q_threshold),errors*100<=16*15,100000,35147,64853,0.35147,L_independent_error_events_per_trial
L16_q00_q10.2_qth0.15,attack,2026090510,16,0.0,0.2,0.2,0.15,2,errors<=floor(L*q_threshold),errors*100<=16*15,100000,35399,64601,0.35399,L_independent_error_events_per_trial
L16_q00.01_q10.2_qth0.05,honest,2026090501,16,0.01,0.2,0.01,0.05,0,errors<=floor(L*q_threshold),errors*100<=16*5,100000,85182,14818,0.85182,L_independent_error_events_per_trial
L16_q00.01_q10.2_qth0.05,honest,2026090502,16,0.01,0.2,0.01,0.05,0,errors<=floor(L*q_threshold),errors*100<=16*5,100000,85047,14953,0.85047,L_independent_error_events_per_trial
L16_q00.01_q10.2_qth0.05,honest,2026090503,16,0.01,0.2,0.01,0.05,0,errors<=floor(L*q_threshold),errors*100<=16*5,100000,85088,14912,0.85088,L_independent_error_events_per_trial
L16_q00.01_q10.2_qth0.05,honest,2026090504,16,0.01,0.2,0.01,0.05,0,errors<=floor(L*q_threshold),errors*100<=16*5,100000,85318,14682,0.85318,L_independent_error_events_per_trial
L16_q00.01_q10.2_qth0.05,honest,2026090505,16,0.01,0.2,0.01,0.05,0,errors<=floor(L*q_threshold),errors*100<=16*5,100000,85228,14772,0.85228,L_independent_error_events_per_trial
L16_q00.01_q10.2_qth0.05,honest,2026090506,16,0.01,0.2,0.01,0.05,0,errors<=floor(L*q_threshold),errors*100<=16*5,100000,85060,14940,0.8506,L_independent_error_events_per_trial
L16_q00.01_q10.2_qth0.05,honest,2026090507,16,0.01,0.2,0.01,0.05,0,errors<=floor(L*q_threshold),errors*100<=16*5,100000,85144,14856,0.85144,L_independent_error_events_per_trial
L16_q00.01_q10.2_qth0.05,honest,2026090508,16,0.01,0.2,0.01,0.05,0,errors<=floor(L*q_threshold),errors*100<=16*5,100000,85376,14624,0.85376,L_independent_error_events_per_trial
L16_q00.01_q10.2_qth0.05,honest,2026090509,16,0.01,0.2,0.01,0.05,0,errors<=floor(L*q_threshold),errors*100<=16*5,100000,85168,14832,0.85168,L_independent_error_events_per_trial
L16_q00.01_q10.2_qth0.05,honest,2026090510,16,0.01,0.2,0.01,0.05,0,errors<=floor(L*q_threshold),errors*100<=16*5,100000,85139,14861,0.85139,L_independent_error_events_per_trial
L16_q00.01_q10.2_qth0.05,attack,2026090501,16,0.01,0.2,0.2,0.05,0,errors<=floor(L*q_threshold),errors*100<=16*5,100000,2890,97110,0.0289,L_independent_error_events_per_trial
L16_q00.01_q10.2_qth0.05,attack,2026090502,16,0.01,0.2,0.2,0.05,0,errors<=floor(L*q_threshold),errors*100<=16*5,100000,2678,97322,0.02678,L_independent_error_events_per_trial
L16_q00.01_q10.2_qth0.05,attack,2026090503,16,0.01,0.2,0.2,0.05,0,errors<=floor(L*q_threshold),errors*100<=16*5,100000,2710,97290,0.0271,L_independent_error_events_per_trial
L16_q00.01_q10.2_qth0.05,attack,2026090504,16,0.01,0.2,0.2,0.05,0,errors<=floor(L*q_threshold),errors*100<=16*5,100000,2822,97178,0.02822,L_independent_error_events_per_trial
L16_q00.01_q10.2_qth0.05,attack,2026090505,16,0.01,0.2,0.2,0.05,0,errors<=floor(L*q_threshold),errors*100<=16*5,100000,2788,97212,0.02788,L_independent_error_events_per_trial
L16_q00.01_q10.2_qth0.05,attack,2026090506,16,0.01,0.2,0.2,0.05,0,errors<=floor(L*q_threshold),errors*100<=16*5,100000,2736,97264,0.02736,L_independent_error_events_per_trial
L16_q00.01_q10.2_qth0.05,attack,2026090507,16,0.01,0.2,0.2,0.05,0,errors<=floor(L*q_threshold),errors*100<=16*5,100000,2754,97246,0.02754,L_independent_error_events_per_trial
L16_q00.01_q10.2_qth0.05,attack,2026090508,16,0.01,0.2,0.2,0.05,0,errors<=floor(L*q_threshold),errors*100<=16*5,100000,2781,97219,0.02781,L_independent_error_events_per_trial
L16_q00.01_q10.2_qth0.05,attack,2026090509,16,0.01,0.2,0.2,0.05,0,errors<=floor(L*q_threshold),errors*100<=16*5,100000,2830,97170,0.0283,L_independent_error_events_per_trial
L16_q00.01_q10.2_qth0.05,attack,2026090510,16,0.01,0.2,0.2,0.05,0,errors<=floor(L*q_threshold),errors*100<=16*5,100000,2700,97300,0.027,L_independent_error_events_per_trial
L16_q00.01_q10.2_qth0.1,honest,2026090501,16,0.01,0.2,0.01,0.1,1,errors<=floor(L*q_threshold),errors*100<=16*10,100000,98895,1105,0.98895,L_independent_error_events_per_trial
L16_q00.01_q10.2_qth0.1,honest,2026090502,16,0.01,0.2,0.01,0.1,1,errors<=floor(L*q_threshold),errors*100<=16*10,100000,98882,1118,0.98882,L_independent_error_events_per_trial
L16_q00.01_q10.2_qth0.1,honest,2026090503,16,0.01,0.2,0.01,0.1,1,errors<=floor(L*q_threshold),errors*100<=16*10,100000,98863,1137,0.98863,L_independent_error_events_per_trial
L16_q00.01_q10.2_qth0.1,honest,2026090504,16,0.01,0.2,0.01,0.1,1,errors<=floor(L*q_threshold),errors*100<=16*10,100000,98939,1061,0.98939,L_independent_error_events_per_trial
L16_q00.01_q10.2_qth0.1,honest,2026090505,16,0.01,0.2,0.01,0.1,1,errors<=floor(L*q_threshold),errors*100<=16*10,100000,98912,1088,0.98912,L_independent_error_events_per_trial
L16_q00.01_q10.2_qth0.1,honest,2026090506,16,0.01,0.2,0.01,0.1,1,errors<=floor(L*q_threshold),errors*100<=16*10,100000,98875,1125,0.98875,L_independent_error_events_per_trial
L16_q00.01_q10.2_qth0.1,honest,2026090507,16,0.01,0.2,0.01,0.1,1,errors<=floor(L*q_threshold),errors*100<=16*10,100000,98871,1129,0.98871,L_independent_error_events_per_trial
L16_q00.01_q10.2_qth0.1,honest,2026090508,16,0.01,0.2,0.01,0.1,1,errors<=floor(L*q_threshold),errors*100<=16*10,100000,98898,1102,0.98898,L_independent_error_events_per_trial
L16_q00.01_q10.2_qth0.1,honest,2026090509,16,0.01,0.2,0.01,0.1,1,errors<=floor(L*q_threshold),errors*100<=16*10,100000,98936,1064,0.98936,L_independent_error_events_per_trial
L16_q00.01_q10.2_qth0.1,honest,2026090510,16,0.01,0.2,0.01,0.1,1,errors<=floor(L*q_threshold),errors*100<=16*10,100000,98870,1130,0.9887,L_independent_error_events_per_trial
L16_q00.01_q10.2_qth0.1,attack,2026090501,16,0.01,0.2,0.2,0.1,1,errors<=floor(L*q_threshold),errors*100<=16*10,100000,14068,85932,0.14068,L_independent_error_events_per_trial
L16_q00.01_q10.2_qth0.1,attack,2026090502,16,0.01,0.2,0.2,0.1,1,errors<=floor(L*q_threshold),errors*100<=16*10,100000,13758,86242,0.13758,L_independent_error_events_per_trial
L16_q00.01_q10.2_qth0.1,attack,2026090503,16,0.01,0.2,0.2,0.1,1,errors<=floor(L*q_threshold),errors*100<=16*10,100000,14052,85948,0.14052,L_independent_error_events_per_trial
L16_q00.01_q10.2_qth0.1,attack,2026090504,16,0.01,0.2,0.2,0.1,1,errors<=floor(L*q_threshold),errors*100<=16*10,100000,13921,86079,0.13921,L_independent_error_events_per_trial
L16_q00.01_q10.2_qth0.1,attack,2026090505,16,0.01,0.2,0.2,0.1,1,errors<=floor(L*q_threshold),errors*100<=16*10,100000,13948,86052,0.13948,L_independent_error_events_per_trial
L16_q00.01_q10.2_qth0.1,attack,2026090506,16,0.01,0.2,0.2,0.1,1,errors<=floor(L*q_threshold),errors*100<=16*10,100000,13958,86042,0.13958,L_independent_error_events_per_trial
L16_q00.01_q10.2_qth0.1,attack,2026090507,16,0.01,0.2,0.2,0.1,1,errors<=floor(L*q_threshold),errors*100<=16*10,100000,14075,85925,0.14075,L_independent_error_events_per_trial
L16_q00.01_q10.2_qth0.1,attack,2026090508,16,0.01,0.2,0.2,0.1,1,errors<=floor(L*q_threshold),errors*100<=16*10,100000,14138,85862,0.14138,L_independent_error_events_per_trial
L16_q00.01_q10.2_qth0.1,attack,2026090509,16,0.01,0.2,0.2,0.1,1,errors<=floor(L*q_threshold),errors*100<=16*10,100000,14057,85943,0.14057,L_independent_error_events_per_trial
L16_q00.01_q10.2_qth0.1,attack,2026090510,16,0.01,0.2,0.2,0.1,1,errors<=floor(L*q_threshold),errors*100<=16*10,100000,14047,85953,0.14047,L_independent_error_events_per_trial
L16_q00.01_q10.2_qth0.15,honest,2026090501,16,0.01,0.2,0.01,0.15,2,errors<=floor(L*q_threshold),errors*100<=16*15,100000,99923,77,0.99923,L_independent_error_events_per_trial
L16_q00.01_q10.2_qth0.15,honest,2026090502,16,0.01,0.2,0.01,0.15,2,errors<=floor(L*q_threshold),errors*100<=16*15,100000,99945,55,0.99945,L_independent_error_events_per_trial
L16_q00.01_q10.2_qth0.15,honest,2026090503,16,0.01,0.2,0.01,0.15,2,errors<=floor(L*q_threshold),errors*100<=16*15,100000,99954,46,0.99954,L_independent_error_events_per_trial
L16_q00.01_q10.2_qth0.15,honest,2026090504,16,0.01,0.2,0.01,0.15,2,errors<=floor(L*q_threshold),errors*100<=16*15,100000,99954,46,0.99954,L_independent_error_events_per_trial
L16_q00.01_q10.2_qth0.15,honest,2026090505,16,0.01,0.2,0.01,0.15,2,errors<=floor(L*q_threshold),errors*100<=16*15,100000,99963,37,0.99963,L_independent_error_events_per_trial
L16_q00.01_q10.2_qth0.15,honest,2026090506,16,0.01,0.2,0.01,0.15,2,errors<=floor(L*q_threshold),errors*100<=16*15,100000,99938,62,0.99938,L_independent_error_events_per_trial
L16_q00.01_q10.2_qth0.15,honest,2026090507,16,0.01,0.2,0.01,0.15,2,errors<=floor(L*q_threshold),errors*100<=16*15,100000,99942,58,0.99942,L_independent_error_events_per_trial
L16_q00.01_q10.2_qth0.15,honest,2026090508,16,0.01,0.2,0.01,0.15,2,errors<=floor(L*q_threshold),errors*100<=16*15,100000,99942,58,0.99942,L_independent_error_events_per_trial
L16_q00.01_q10.2_qth0.15,honest,2026090509,16,0.01,0.2,0.01,0.15,2,errors<=floor(L*q_threshold),errors*100<=16*15,100000,99959,41,0.99959,L_independent_error_events_per_trial
L16_q00.01_q10.2_qth0.15,honest,2026090510,16,0.01,0.2,0.01,0.15,2,errors<=floor(L*q_threshold),errors*100<=16*15,100000,99943,57,0.99943,L_independent_error_events_per_trial
L16_q00.01_q10.2_qth0.15,attack,2026090501,16,0.01,0.2,0.2,0.15,2,errors<=floor(L*q_threshold),errors*100<=16*15,100000,35156,64844,0.35156,L_independent_error_events_per_trial
L16_q00.01_q10.2_qth0.15,attack,2026090502,16,0.01,0.2,0.2,0.15,2,errors<=floor(L*q_threshold),errors*100<=16*15,100000,34831,65169,0.34831,L_independent_error_events_per_trial
L16_q00.01_q10.2_qth0.15,attack,2026090503,16,0.01,0.2,0.2,0.15,2,errors<=floor(L*q_threshold),errors*100<=16*15,100000,35100,64900,0.351,L_independent_error_events_per_trial
L16_q00.01_q10.2_qth0.15,attack,2026090504,16,0.01,0.2,0.2,0.15,2,errors<=floor(L*q_threshold),errors*100<=16*15,100000,35128,64872,0.35128,L_independent_error_events_per_trial
L16_q00.01_q10.2_qth0.15,attack,2026090505,16,0.01,0.2,0.2,0.15,2,errors<=floor(L*q_threshold),errors*100<=16*15,100000,35184,64816,0.35184,L_independent_error_events_per_trial
L16_q00.01_q10.2_qth0.15,attack,2026090506,16,0.01,0.2,0.2,0.15,2,errors<=floor(L*q_threshold),errors*100<=16*15,100000,35059,64941,0.35059,L_independent_error_events_per_trial
L16_q00.01_q10.2_qth0.15,attack,2026090507,16,0.01,0.2,0.2,0.15,2,errors<=floor(L*q_threshold),errors*100<=16*15,100000,35270,64730,0.3527,L_independent_error_events_per_trial
L16_q00.01_q10.2_qth0.15,attack,2026090508,16,0.01,0.2,0.2,0.15,2,errors<=floor(L*q_threshold),errors*100<=16*15,100000,35104,64896,0.35104,L_independent_error_events_per_trial
L16_q00.01_q10.2_qth0.15,attack,2026090509,16,0.01,0.2,0.2,0.15,2,errors<=floor(L*q_threshold),errors*100<=16*15,100000,35147,64853,0.35147,L_independent_error_events_per_trial
L16_q00.01_q10.2_qth0.15,attack,2026090510,16,0.01,0.2,0.2,0.15,2,errors<=floor(L*q_threshold),errors*100<=16*15,100000,35399,64601,0.35399,L_independent_error_events_per_trial
L16_q00.03_q10.2_qth0.05,honest,2026090501,16,0.03,0.2,0.03,0.05,0,errors<=floor(L*q_threshold),errors*100<=16*5,100000,61467,38533,0.61467,L_independent_error_events_per_trial
L16_q00.03_q10.2_qth0.05,honest,2026090502,16,0.03,0.2,0.03,0.05,0,errors<=floor(L*q_threshold),errors*100<=16*5,100000,61343,38657,0.61343,L_independent_error_events_per_trial
L16_q00.03_q10.2_qth0.05,honest,2026090503,16,0.03,0.2,0.03,0.05,0,errors<=floor(L*q_threshold),errors*100<=16*5,100000,61505,38495,0.61505,L_independent_error_events_per_trial
L16_q00.03_q10.2_qth0.05,honest,2026090504,16,0.03,0.2,0.03,0.05,0,errors<=floor(L*q_threshold),errors*100<=16*5,100000,61250,38750,0.6125,L_independent_error_events_per_trial
L16_q00.03_q10.2_qth0.05,honest,2026090505,16,0.03,0.2,0.03,0.05,0,errors<=floor(L*q_threshold),errors*100<=16*5,100000,61412,38588,0.61412,L_independent_error_events_per_trial
L16_q00.03_q10.2_qth0.05,honest,2026090506,16,0.03,0.2,0.03,0.05,0,errors<=floor(L*q_threshold),errors*100<=16*5,100000,61393,38607,0.61393,L_independent_error_events_per_trial
L16_q00.03_q10.2_qth0.05,honest,2026090507,16,0.03,0.2,0.03,0.05,0,errors<=floor(L*q_threshold),errors*100<=16*5,100000,61246,38754,0.61246,L_independent_error_events_per_trial
L16_q00.03_q10.2_qth0.05,honest,2026090508,16,0.03,0.2,0.03,0.05,0,errors<=floor(L*q_threshold),errors*100<=16*5,100000,61649,38351,0.61649,L_independent_error_events_per_trial
L16_q00.03_q10.2_qth0.05,honest,2026090509,16,0.03,0.2,0.03,0.05,0,errors<=floor(L*q_threshold),errors*100<=16*5,100000,61210,38790,0.6121,L_independent_error_events_per_trial
L16_q00.03_q10.2_qth0.05,honest,2026090510,16,0.03,0.2,0.03,0.05,0,errors<=floor(L*q_threshold),errors*100<=16*5,100000,61323,38677,0.61323,L_independent_error_events_per_trial
L16_q00.03_q10.2_qth0.05,attack,2026090501,16,0.03,0.2,0.2,0.05,0,errors<=floor(L*q_threshold),errors*100<=16*5,100000,2890,97110,0.0289,L_independent_error_events_per_trial
L16_q00.03_q10.2_qth0.05,attack,2026090502,16,0.03,0.2,0.2,0.05,0,errors<=floor(L*q_threshold),errors*100<=16*5,100000,2678,97322,0.02678,L_independent_error_events_per_trial
L16_q00.03_q10.2_qth0.05,attack,2026090503,16,0.03,0.2,0.2,0.05,0,errors<=floor(L*q_threshold),errors*100<=16*5,100000,2710,97290,0.0271,L_independent_error_events_per_trial
L16_q00.03_q10.2_qth0.05,attack,2026090504,16,0.03,0.2,0.2,0.05,0,errors<=floor(L*q_threshold),errors*100<=16*5,100000,2822,97178,0.02822,L_independent_error_events_per_trial
L16_q00.03_q10.2_qth0.05,attack,2026090505,16,0.03,0.2,0.2,0.05,0,errors<=floor(L*q_threshold),errors*100<=16*5,100000,2788,97212,0.02788,L_independent_error_events_per_trial
L16_q00.03_q10.2_qth0.05,attack,2026090506,16,0.03,0.2,0.2,0.05,0,errors<=floor(L*q_threshold),errors*100<=16*5,100000,2736,97264,0.02736,L_independent_error_events_per_trial
L16_q00.03_q10.2_qth0.05,attack,2026090507,16,0.03,0.2,0.2,0.05,0,errors<=floor(L*q_threshold),errors*100<=16*5,100000,2754,97246,0.02754,L_independent_error_events_per_trial
L16_q00.03_q10.2_qth0.05,attack,2026090508,16,0.03,0.2,0.2,0.05,0,errors<=floor(L*q_threshold),errors*100<=16*5,100000,2781,97219,0.02781,L_independent_error_events_per_trial
L16_q00.03_q10.2_qth0.05,attack,2026090509,16,0.03,0.2,0.2,0.05,0,errors<=floor(L*q_threshold),errors*100<=16*5,100000,2830,97170,0.0283,L_independent_error_events_per_trial
L16_q00.03_q10.2_qth0.05,attack,2026090510,16,0.03,0.2,0.2,0.05,0,errors<=floor(L*q_threshold),errors*100<=16*5,100000,2700,97300,0.027,L_independent_error_events_per_trial
