mode,n_blocks,ell,lambda_bits,record_index,sender,direction,record_type,sequence,auth_kind,serialized_bytes,header_ce1_bytes,payload_ce1_bytes,auth_ce1_bytes,auth_tag_bits,value_only_semantic_bits
BASIC,1,4,,1,Bob,B2A,QRECV_ACK,0,MAC,660,422,75,125,256,1441
BASIC,1,4,,2,Alice,A2B,DECOY_INFO,0,MAC,1422,423,835,126,256,2143
BASIC,1,4,,3,Bob,B2A,DIALOGUE_B_QPASS,1,MAC,674,429,80,127,256,1549
BASIC,1,4,,4,Alice,A2B,DIALOGUE_A,1,MAC,645,423,57,127,256,1461
BASIC,1,4,,5,Bob,B2A,CONFIRM,2,PRF,622,420,68,96,128,1420
BASIC,1,4,,6,Alice,A2B,CONFIRM,2,PRF,622,420,68,96,128,1420
RELEASE,1,4,1,1,Bob,B2A,QRECV_ACK,0,MAC,662,424,75,125,256,1457
RELEASE,1,4,1,2,Alice,A2B,DECOY_INFO,0,MAC,1424,425,835,126,256,2156
RELEASE,1,4,1,3,Bob,B2A,DIALOGUE_B_QPASS,1,MAC,676,431,80,127,256,1565
RELEASE,1,4,1,4,Alice,A2B,DIALOGUE_A,1,MAC,647,425,57,127,256,1477
RELEASE,1,4,1,5,Alice,A2B,COMMIT_SET,2,MAC,989,425,399,127,256,2252
RELEASE,1,4,1,6,Bob,B2A,COMMIT_SET,2,MAC,989,425,399,127,256,2252
RELEASE,1,4,1,7,Bob,B2A,OPEN,3,MAC,770,419,186,127,256,1813
RELEASE,1,4,1,8,Alice,A2B,OPEN,3,MAC,770,419,186,127,256,1813
RELEASE,1,4,1,9,Alice,A2B,OPEN,4,MAC,770,419,186,127,256,1815
RELEASE,1,4,1,10,Bob,B2A,OPEN,4,MAC,770,419,186,127,256,1815
RELEASE,1,4,1,11,Bob,B2A,CONFIRM,5,PRF,624,422,68,96,128,1437
RELEASE,1,4,1,12,Alice,A2B,CONFIRM,5,PRF,624,422,68,96,128,1437
RELEASE,1,4,2,1,Bob,B2A,QRECV_ACK,0,MAC,662,424,75,125,256,1457
RELEASE,1,4,2,2,Alice,A2B,DECOY_INFO,0,MAC,1424,425,835,126,256,2157
RELEASE,1,4,2,3,Bob,B2A,DIALOGUE_B_QPASS,1,MAC,676,431,80,127,256,1565
RELEASE,1,4,2,4,Alice,A2B,DIALOGUE_A,1,MAC,647,425,57,127,256,1477
RELEASE,1,4,2,5,Alice,A2B,COMMIT_SET,2,MAC,877,425,287,127,256,1994
RELEASE,1,4,2,6,Bob,B2A,COMMIT_SET,2,MAC,877,425,287,127,256,1994
RELEASE,1,4,2,7,Alice,A2B,OPEN,3,MAC,771,419,187,127,256,1815
RELEASE,1,4,2,8,Bob,B2A,OPEN,3,MAC,771,419,187,127,256,1815
RELEASE,1,4,2,9,Bob,B2A,CONFIRM,4,PRF,624,422,68,96,128,1437
RELEASE,1,4,2,10,Alice,A2B,CONFIRM,4,PRF,624,422,68,96,128,1437
BASIC,1,155,,1,Bob,B2A,QRECV_ACK,0,MAC,660,422,75,125,256,1451
BASIC,1,155,,2,Alice,A2B,DECOY_INFO,0,MAC,6859,423,6272,126,256,4741
BASIC,1,155,,3,Bob,B2A,DIALOGUE_B_QPASS,1,MAC,674,429,80,127,256,1549
BASIC,1,155,,4,Alice,A2B,DIALOGUE_A,1,MAC,645,423,57,127,256,1461
BASIC,1,155,,5,Bob,B2A,CONFIRM,2,PRF,622,420,68,96,128,1420
BASIC,1,155,,6,Alice,A2B,CONFIRM,2,PRF,622,420,68,96,128,1420
RELEASE,1,155,1,1,Bob,B2A,QRECV_ACK,0,MAC,662,424,75,125,256,1467
RELEASE,1,155,1,2,Alice,A2B,DECOY_INFO,0,MAC,6861,425,6272,126,256,4756
RELEASE,1,155,1,3,Bob,B2A,DIALOGUE_B_QPASS,1,MAC,676,431,80,127,256,1565
RELEASE,1,155,1,4,Alice,A2B,DIALOGUE_A,1,MAC,647,425,57,127,256,1477
RELEASE,1,155,1,5,Alice,A2B,COMMIT_SET,2,MAC,989,425,399,127,256,2252
RELEASE,1,155,1,6,Bob,B2A,COMMIT_SET,2,MAC,989,425,399,127,256,2252
RELEASE,1,155,1,7,Alice,A2B,OPEN,3,MAC,770,419,186,127,256,1813
RELEASE,1,155,1,8,Bob,B2A,OPEN,3,MAC,770,419,186,127,256,1813
RELEASE,1,155,1,9,Bob,B2A,OPEN,4,MAC,770,419,186,127,256,1815
RELEASE,1,155,1,10,Alice,A2B,OPEN,4,MAC,770,419,186,127,256,1815
RELEASE,1,155,1,11,Bob,B2A,CONFIRM,5,PRF,624,422,68,96,128,1437
RELEASE,1,155,1,12,Alice,A2B,CONFIRM,5,PRF,624,422,68,96,128,1437
RELEASE,1,155,2,1,Bob,B2A,QRECV_ACK,0,MAC,662,424,75,125,256,1467
RELEASE,1,155,2,2,Alice,A2B,DECOY_INFO,0,MAC,6861,425,6272,126,256,4757
RELEASE,1,155,2,3,Bob,B2A,DIALOGUE_B_QPASS,1,MAC,676,431,80,127,256,1565
RELEASE,1,155,2,4,Alice,A2B,DIALOGUE_A,1,MAC,647,425,57,127,256,1477
RELEASE,1,155,2,5,Alice,A2B,COMMIT_SET,2,MAC,877,425,287,127,256,1994
RELEASE,1,155,2,6,Bob,B2A,COMMIT_SET,2,MAC,877,425,287,127,256,1994
RELEASE,1,155,2,7,Alice,A2B,OPEN,3,MAC,771,419,187,127,256,1815
RELEASE,1,155,2,8,Bob,B2A,OPEN,3,MAC,771,419,187,127,256,1815
RELEASE,1,155,2,9,Bob,B2A,CONFIRM,4,PRF,624,422,68,96,128,1437
RELEASE,1,155,2,10,Alice,A2B,CONFIRM,4,PRF,624,422,68,96,128,1437
BASIC,2,4,,1,Bob,B2A,QRECV_ACK,0,MAC,660,422,75,125,256,1441
BASIC,2,4,,2,Alice,A2B,DECOY_INFO,0,MAC,1422,423,835,126,256,2144
BASIC,2,4,,3,Bob,B2A,DIALOGUE_B_QPASS,1,MAC,676,429,82,127,256,1552
BASIC,2,4,,4,Alice,A2B,DIALOGUE_A,1,MAC,647,423,59,127,256,1464
BASIC,2,4,,5,Bob,B2A,CONFIRM,2,PRF,622,420,68,96,128,1421
BASIC,2,4,,6,Alice,A2B,CONFIRM,2,PRF,622,420,68,96,128,1421
RELEASE,2,4,1,1,Bob,B2A,QRECV_ACK,0,MAC,662,424,75,125,256,1457
RELEASE,2,4,1,2,Alice,A2B,DECOY_INFO,0,MAC,1424,425,835,126,256,2158
RELEASE,2,4,1,3,Bob,B2A,DIALOGUE_B_QPASS,1,MAC,678,431,82,127,256,1568
RELEASE,2,4,1,4,Alice,A2B,DIALOGUE_A,1,MAC,649,425,59,127,256,1480
RELEASE,2,4,1,5,Alice,A2B,COMMIT_SET,2,MAC,1213,425,623,127,256,2773
RELEASE,2,4,1,6,Bob,B2A,COMMIT_SET,2,MAC,1213,425,623,127,256,2773
RELEASE,2,4,1,7,Alice,A2B,OPEN,3,MAC,770,419,186,127,256,1813
RELEASE,2,4,1,8,Bob,B2A,OPEN,3,MAC,770,419,186,127,256,1813
RELEASE,2,4,1,9,Bob,B2A,OPEN,4,MAC,770,419,186,127,256,1815
RELEASE,2,4,1,10,Alice,A2B,OPEN,4,MAC,770,419,186,127,256,1815
RELEASE,2,4,1,11,Alice,A2B,OPEN,5,MAC,770,419,186,127,256,1815
RELEASE,2,4,1,12,Bob,B2A,OPEN,5,MAC,770,419,186,127,256,1815
RELEASE,2,4,1,13,Bob,B2A,OPEN,6,MAC,770,419,186,127,256,1816
RELEASE,2,4,1,14,Alice,A2B,OPEN,6,MAC,770,419,186,127,256,1816
RELEASE,2,4,1,15,Bob,B2A,CONFIRM,7,PRF,624,422,68,96,128,1438
RELEASE,2,4,1,16,Alice,A2B,CONFIRM,7,PRF,624,422,68,96,128,1438
RELEASE,2,4,2,1,Bob,B2A,QRECV_ACK,0,MAC,662,424,75,125,256,1457
RELEASE,2,4,2,2,Alice,A2B,DECOY_INFO,0,MAC,1424,425,835,126,256,2156
RELEASE,2,4,2,3,Bob,B2A,DIALOGUE_B_QPASS,1,MAC,678,431,82,127,256,1568
RELEASE,2,4,2,4,Alice,A2B,DIALOGUE_A,1,MAC,649,425,59,127,256,1480
RELEASE,2,4,2,5,Alice,A2B,COMMIT_SET,2,MAC,989,425,399,127,256,2256
RELEASE,2,4,2,6,Bob,B2A,COMMIT_SET,2,MAC,989,425,399,127,256,2256
RELEASE,2,4,2,7,Bob,B2A,OPEN,3,MAC,771,419,187,127,256,1815
RELEASE,2,4,2,8,Alice,A2B,OPEN,3,MAC,771,419,187,127,256,1815
RELEASE,2,4,2,9,Alice,A2B,OPEN,4,MAC,771,419,187,127,256,1817
RELEASE,2,4,2,10,Bob,B2A,OPEN,4,MAC,771,419,187,127,256,1817
RELEASE,2,4,2,11,Bob,B2A,CONFIRM,5,PRF,624,422,68,96,128,1438
RELEASE,2,4,2,12,Alice,A2B,CONFIRM,5,PRF,624,422,68,96,128,1438
RELEASE,2,4,4,1,Bob,B2A,QRECV_ACK,0,MAC,662,424,75,125,256,1457
RELEASE,2,4,4,2,Alice,A2B,DECOY_INFO,0,MAC,1424,425,835,126,256,2159
RELEASE,2,4,4,3,Bob,B2A,DIALOGUE_B_QPASS,1,MAC,678,431,82,127,256,1568
RELEASE,2,4,4,4,Alice,A2B,DIALOGUE_A,1,MAC,649,425,59,127,256,1480
RELEASE,2,4,4,5,Alice,A2B,COMMIT_SET,2,MAC,877,425,287,127,256,1997
RELEASE,2,4,4,6,Bob,B2A,COMMIT_SET,2,MAC,877,425,287,127,256,1997
RELEASE,2,4,4,7,Bob,B2A,OPEN,3,MAC,773,419,189,127,256,1818
RELEASE,2,4,4,8,Alice,A2B,OPEN,3,MAC,773,419,189,127,256,1818
RELEASE,2,4,4,9,Bob,B2A,CONFIRM,4,PRF,624,422,68,96,128,1438
RELEASE,2,4,4,10,Alice,A2B,CONFIRM,4,PRF,624,422,68,96,128,1438
BASIC,2,155,,1,Bob,B2A,QRECV_ACK,0,MAC,660,422,75,125,256,1451
BASIC,2,155,,2,Alice,A2B,DECOY_INFO,0,MAC,6859,423,6272,126,256,4747
BASIC,2,155,,3,Bob,B2A,DIALOGUE_B_QPASS,1,MAC,676,429,82,127,256,1552
BASIC,2,155,,4,Alice,A2B,DIALOGUE_A,1,MAC,647,423,59,127,256,1464
BASIC,2,155,,5,Bob,B2A,CONFIRM,2,PRF,622,420,68,96,128,1421
BASIC,2,155,,6,Alice,A2B,CONFIRM,2,PRF,622,420,68,96,128,1421
RELEASE,2,155,1,1,Bob,B2A,QRECV_ACK,0,MAC,662,424,75,125,256,1467
RELEASE,2,155,1,2,Alice,A2B,DECOY_INFO,0,MAC,6861,425,6272,126,256,4767
RELEASE,2,155,1,3,Bob,B2A,DIALOGUE_B_QPASS,1,MAC,678,431,82,127,256,1568
RELEASE,2,155,1,4,Alice,A2B,DIALOGUE_A,1,MAC,649,425,59,127,256,1480
RELEASE,2,155,1,5,Alice,A2B,COMMIT_SET,2,MAC,1213,425,623,127,256,2773
RELEASE,2,155,1,6,Bob,B2A,COMMIT_SET,2,MAC,1213,425,623,127,256,2773
RELEASE,2,155,1,7,Bob,B2A,OPEN,3,MAC,770,419,186,127,256,1813
RELEASE,2,155,1,8,Alice,A2B,OPEN,3,MAC,770,419,186,127,256,1813
RELEASE,2,155,1,9,Alice,A2B,OPEN,4,MAC,770,419,186,127,256,1815
RELEASE,2,155,1,10,Bob,B2A,OPEN,4,MAC,770,419,186,127,256,1815
RELEASE,2,155,1,11,Bob,B2A,OPEN,5,MAC,770,419,186,127,256,1815
RELEASE,2,155,1,12,Alice,A2B,OPEN,5,MAC,770,419,186,127,256,1815
RELEASE,2,155,1,13,Alice,A2B,OPEN,6,MAC,770,419,186,127,256,1816
RELEASE,2,155,1,14,Bob,B2A,OPEN,6,MAC,770,419,186,127,256,1816
RELEASE,2,155,1,15,Bob,B2A,CONFIRM,7,PRF,624,422,68,96,128,1438
RELEASE,2,155,1,16,Alice,A2B,CONFIRM,7,PRF,624,422,68,96,128,1438
RELEASE,2,155,2,1,Bob,B2A,QRECV_ACK,0,MAC,662,424,75,125,256,1467
RELEASE,2,155,2,2,Alice,A2B,DECOY_INFO,0,MAC,6861,425,6272,126,256,4764
RELEASE,2,155,2,3,Bob,B2A,DIALOGUE_B_QPASS,1,MAC,678,431,82,127,256,1568
RELEASE,2,155,2,4,Alice,A2B,DIALOGUE_A,1,MAC,649,425,59,127,256,1480
RELEASE,2,155,2,5,Alice,A2B,COMMIT_SET,2,MAC,989,425,399,127,256,2256
RELEASE,2,155,2,6,Bob,B2A,COMMIT_SET,2,MAC,989,425,399,127,256,2256
RELEASE,2,155,2,7,Bob,B2A,OPEN,3,MAC,771,419,187,127,256,1815
RELEASE,2,155,2,8,Alice,A2B,OPEN,3,MAC,771,419,187,127,256,1815
RELEASE,2,155,2,9,Alice,A2B,OPEN,4,MAC,771,419,187,127,256,1817
RELEASE,2,155,2,10,Bob,B2A,OPEN,4,MAC,771,419,187,127,256,1817
RELEASE,2,155,2,11,Bob,B2A,CONFIRM,5,PRF,624,422,68,96,128,1438
RELEASE,2,155,2,12,Alice,A2B,CONFIRM,5,PRF,624,422,68,96,128,1438
RELEASE,2,155,4,1,Bob,B2A,QRECV_ACK,0,MAC,662,424,75,125,256,1467
RELEASE,2,155,4,2,Alice,A2B,DECOY_INFO,0,MAC,6861,425,6272,126,256,4764
RELEASE,2,155,4,3,Bob,B2A,DIALOGUE_B_QPASS,1,MAC,678,431,82,127,256,1568
RELEASE,2,155,4,4,Alice,A2B,DIALOGUE_A,1,MAC,649,425,59,127,256,1480
RELEASE,2,155,4,5,Alice,A2B,COMMIT_SET,2,MAC,877,425,287,127,256,1997
RELEASE,2,155,4,6,Bob,B2A,COMMIT_SET,2,MAC,877,425,287,127,256,1997
RELEASE,2,155,4,7,Alice,A2B,OPEN,3,MAC,773,419,189,127,256,1818
RELEASE,2,155,4,8,Bob,B2A,OPEN,3,MAC,773,419,189,127,256,1818
RELEASE,2,155,4,9,Bob,B2A,CONFIRM,4,PRF,624,422,68,96,128,1438
RELEASE,2,155,4,10,Alice,A2B,CONFIRM,4,PRF,624,422,68,96,128,1438
BASIC,4,4,,1,Bob,B2A,QRECV_ACK,0,MAC,660,422,75,125,256,1443
BASIC,4,4,,2,Alice,A2B,DECOY_INFO,0,MAC,1422,423,835,126,256,2147
BASIC,4,4,,3,Bob,B2A,DIALOGUE_B_QPASS,1,MAC,680,429,86,127,256,1557
BASIC,4,4,,4,Alice,A2B,DIALOGUE_A,1,MAC,651,423,63,127,256,1469
BASIC,4,4,,5,Bob,B2A,CONFIRM,2,PRF,622,420,68,96,128,1422
BASIC,4,4,,6,Alice,A2B,CONFIRM,2,PRF,622,420,68,96,128,1422
RELEASE,4,4,1,1,Bob,B2A,QRECV_ACK,0,MAC,662,424,75,125,256,1459
RELEASE,4,4,1,2,Alice,A2B,DECOY_INFO,0,MAC,1424,425,835,126,256,2165
RELEASE,4,4,1,3,Bob,B2A,DIALOGUE_B_QPASS,1,MAC,682,431,86,127,256,1573
RELEASE,4,4,1,4,Alice,A2B,DIALOGUE_A,1,MAC,653,425,63,127,256,1485
RELEASE,4,4,1,5,Alice,A2B,COMMIT_SET,2,MAC,1661,425,1071,127,256,3816
RELEASE,4,4,1,6,Bob,B2A,COMMIT_SET,2,MAC,1661,425,1071,127,256,3816
RELEASE,4,4,1,7,Alice,A2B,OPEN,3,MAC,770,419,186,127,256,1813
RELEASE,4,4,1,8,Bob,B2A,OPEN,3,MAC,770,419,186,127,256,1813
RELEASE,4,4,1,9,Bob,B2A,OPEN,4,MAC,770,419,186,127,256,1815
RELEASE,4,4,1,10,Alice,A2B,OPEN,4,MAC,770,419,186,127,256,1815
RELEASE,4,4,1,11,Alice,A2B,OPEN,5,MAC,770,419,186,127,256,1815
RELEASE,4,4,1,12,Bob,B2A,OPEN,5,MAC,770,419,186,127,256,1815
RELEASE,4,4,1,13,Bob,B2A,OPEN,6,MAC,770,419,186,127,256,1816
RELEASE,4,4,1,14,Alice,A2B,OPEN,6,MAC,770,419,186,127,256,1816
RELEASE,4,4,1,15,Alice,A2B,OPEN,7,MAC,770,419,186,127,256,1816
RELEASE,4,4,1,16,Bob,B2A,OPEN,7,MAC,770,419,186,127,256,1816
RELEASE,4,4,1,17,Bob,B2A,OPEN,8,MAC,770,419,186,127,256,1817
RELEASE,4,4,1,18,Alice,A2B,OPEN,8,MAC,770,419,186,127,256,1817
RELEASE,4,4,1,19,Alice,A2B,OPEN,9,MAC,770,419,186,127,256,1817
RELEASE,4,4,1,20,Bob,B2A,OPEN,9,MAC,770,419,186,127,256,1817
RELEASE,4,4,1,21,Bob,B2A,OPEN,10,MAC,770,419,186,127,256,1818
RELEASE,4,4,1,22,Alice,A2B,OPEN,10,MAC,770,419,186,127,256,1818
RELEASE,4,4,1,23,Bob,B2A,CONFIRM,11,PRF,624,422,68,96,128,1440
RELEASE,4,4,1,24,Alice,A2B,CONFIRM,11,PRF,624,422,68,96,128,1440
RELEASE,4,4,2,1,Bob,B2A,QRECV_ACK,0,MAC,662,424,75,125,256,1459
RELEASE,4,4,2,2,Alice,A2B,DECOY_INFO,0,MAC,1424,425,835,126,256,2163
RELEASE,4,4,2,3,Bob,B2A,DIALOGUE_B_QPASS,1,MAC,682,431,86,127,256,1573
RELEASE,4,4,2,4,Alice,A2B,DIALOGUE_A,1,MAC,653,425,63,127,256,1485
RELEASE,4,4,2,5,Alice,A2B,COMMIT_SET,2,MAC,1213,425,623,127,256,2779
RELEASE,4,4,2,6,Bob,B2A,COMMIT_SET,2,MAC,1213,425,623,127,256,2779
RELEASE,4,4,2,7,Bob,B2A,OPEN,3,MAC,771,419,187,127,256,1815
RELEASE,4,4,2,8,Alice,A2B,OPEN,3,MAC,771,419,187,127,256,1815
RELEASE,4,4,2,9,Alice,A2B,OPEN,4,MAC,771,419,187,127,256,1817
RELEASE,4,4,2,10,Bob,B2A,OPEN,4,MAC,771,419,187,127,256,1817
RELEASE,4,4,2,11,Bob,B2A,OPEN,5,MAC,771,419,187,127,256,1817
RELEASE,4,4,2,12,Alice,A2B,OPEN,5,MAC,771,419,187,127,256,1817
RELEASE,4,4,2,13,Alice,A2B,OPEN,6,MAC,771,419,187,127,256,1818
RELEASE,4,4,2,14,Bob,B2A,OPEN,6,MAC,771,419,187,127,256,1818
RELEASE,4,4,2,15,Bob,B2A,CONFIRM,7,PRF,624,422,68,96,128,1439
RELEASE,4,4,2,16,Alice,A2B,CONFIRM,7,PRF,624,422,68,96,128,1439
RELEASE,4,4,4,1,Bob,B2A,QRECV_ACK,0,MAC,662,424,75,125,256,1459
RELEASE,4,4,4,2,Alice,A2B,DECOY_INFO,0,MAC,1424,425,835,126,256,2162
RELEASE,4,4,4,3,Bob,B2A,DIALOGUE_B_QPASS,1,MAC,682,431,86,127,256,1573
RELEASE,4,4,4,4,Alice,A2B,DIALOGUE_A,1,MAC,653,425,63,127,256,1485
RELEASE,4,4,4,5,Alice,A2B,COMMIT_SET,2,MAC,989,425,399,127,256,2260
RELEASE,4,4,4,6,Bob,B2A,COMMIT_SET,2,MAC,989,425,399,127,256,2260
RELEASE,4,4,4,7,Alice,A2B,OPEN,3,MAC,773,419,189,127,256,1818
RELEASE,4,4,4,8,Bob,B2A,OPEN,3,MAC,773,419,189,127,256,1818
RELEASE,4,4,4,9,Bob,B2A,OPEN,4,MAC,773,419,189,127,256,1820
RELEASE,4,4,4,10,Alice,A2B,OPEN,4,MAC,773,419,189,127,256,1820
RELEASE,4,4,4,11,Bob,B2A,CONFIRM,5,PRF,624,422,68,96,128,1439
RELEASE,4,4,4,12,Alice,A2B,CONFIRM,5,PRF,624,422,68,96,128,1439
RELEASE,4,4,8,1,Bob,B2A,QRECV_ACK,0,MAC,662,424,75,125,256,1459
RELEASE,4,4,8,2,Alice,A2B,DECOY_INFO,0,MAC,1424,425,835,126,256,2162
RELEASE,4,4,8,3,Bob,B2A,DIALOGUE_B_QPASS,1,MAC,682,431,86,127,256,1573
RELEASE,4,4,8,4,Alice,A2B,DIALOGUE_A,1,MAC,653,425,63,127,256,1485
RELEASE,4,4,8,5,Alice,A2B,COMMIT_SET,2,MAC,877,425,287,127,256,2000
RELEASE,4,4,8,6,Bob,B2A,COMMIT_SET,2,MAC,877,425,287,127,256,2000
RELEASE,4,4,8,7,Bob,B2A,OPEN,3,MAC,777,419,193,127,256,1823
RELEASE,4,4,8,8,Alice,A2B,OPEN,3,MAC,777,419,193,127,256,1823
RELEASE,4,4,8,9,Bob,B2A,CONFIRM,4,PRF,624,422,68,96,128,1439
RELEASE,4,4,8,10,Alice,A2B,CONFIRM,4,PRF,624,422,68,96,128,1439
BASIC,4,155,,1,Bob,B2A,QRECV_ACK,0,MAC,660,422,75,125,256,1451
BASIC,4,155,,2,Alice,A2B,DECOY_INFO,0,MAC,6859,423,6272,126,256,4746
BASIC,4,155,,3,Bob,B2A,DIALOGUE_B_QPASS,1,MAC,680,429,86,127,256,1557
BASIC,4,155,,4,Alice,A2B,DIALOGUE_A,1,MAC,651,423,63,127,256,1469
BASIC,4,155,,5,Bob,B2A,CONFIRM,2,PRF,622,420,68,96,128,1422
BASIC,4,155,,6,Alice,A2B,CONFIRM,2,PRF,622,420,68,96,128,1422
RELEASE,4,155,1,1,Bob,B2A,QRECV_ACK,0,MAC,662,424,75,125,256,1467
RELEASE,4,155,1,2,Alice,A2B,DECOY_INFO,0,MAC,6861,425,6272,126,256,4776
RELEASE,4,155,1,3,Bob,B2A,DIALOGUE_B_QPASS,1,MAC,682,431,86,127,256,1573
RELEASE,4,155,1,4,Alice,A2B,DIALOGUE_A,1,MAC,653,425,63,127,256,1485
RELEASE,4,155,1,5,Alice,A2B,COMMIT_SET,2,MAC,1661,425,1071,127,256,3816
RELEASE,4,155,1,6,Bob,B2A,COMMIT_SET,2,MAC,1661,425,1071,127,256,3816
RELEASE,4,155,1,7,Alice,A2B,OPEN,3,MAC,770,419,186,127,256,1813
RELEASE,4,155,1,8,Bob,B2A,OPEN,3,MAC,770,419,186,127,256,1813
RELEASE,4,155,1,9,Bob,B2A,OPEN,4,MAC,770,419,186,127,256,1815
RELEASE,4,155,1,10,Alice,A2B,OPEN,4,MAC,770,419,186,127,256,1815
RELEASE,4,155,1,11,Alice,A2B,OPEN,5,MAC,770,419,186,127,256,1815
RELEASE,4,155,1,12,Bob,B2A,OPEN,5,MAC,770,419,186,127,256,1815
RELEASE,4,155,1,13,Bob,B2A,OPEN,6,MAC,770,419,186,127,256,1816
RELEASE,4,155,1,14,Alice,A2B,OPEN,6,MAC,770,419,186,127,256,1816
RELEASE,4,155,1,15,Alice,A2B,OPEN,7,MAC,770,419,186,127,256,1816
RELEASE,4,155,1,16,Bob,B2A,OPEN,7,MAC,770,419,186,127,256,1816
RELEASE,4,155,1,17,Bob,B2A,OPEN,8,MAC,770,419,186,127,256,1817
RELEASE,4,155,1,18,Alice,A2B,OPEN,8,MAC,770,419,186,127,256,1817
RELEASE,4,155,1,19,Alice,A2B,OPEN,9,MAC,770,419,186,127,256,1817
RELEASE,4,155,1,20,Bob,B2A,OPEN,9,MAC,770,419,186,127,256,1817
RELEASE,4,155,1,21,Bob,B2A,OPEN,10,MAC,770,419,186,127,256,1818
RELEASE,4,155,1,22,Alice,A2B,OPEN,10,MAC,770,419,186,127,256,1818
RELEASE,4,155,1,23,Bob,B2A,CONFIRM,11,PRF,624,422,68,96,128,1440
RELEASE,4,155,1,24,Alice,A2B,CONFIRM,11,PRF,624,422,68,96,128,1440
RELEASE,4,155,2,1,Bob,B2A,QRECV_ACK,0,MAC,662,424,75,125,256,1467
RELEASE,4,155,2,2,Alice,A2B,DECOY_INFO,0,MAC,6861,425,6272,126,256,4766
RELEASE,4,155,2,3,Bob,B2A,DIALOGUE_B_QPASS,1,MAC,682,431,86,127,256,1573
RELEASE,4,155,2,4,Alice,A2B,DIALOGUE_A,1,MAC,653,425,63,127,256,1485
RELEASE,4,155,2,5,Alice,A2B,COMMIT_SET,2,MAC,1213,425,623,127,256,2779
RELEASE,4,155,2,6,Bob,B2A,COMMIT_SET,2,MAC,1213,425,623,127,256,2779
RELEASE,4,155,2,7,Bob,B2A,OPEN,3,MAC,771,419,187,127,256,1815
RELEASE,4,155,2,8,Alice,A2B,OPEN,3,MAC,771,419,187,127,256,1815
RELEASE,4,155,2,9,Alice,A2B,OPEN,4,MAC,771,419,187,127,256,1817
RELEASE,4,155,2,10,Bob,B2A,OPEN,4,MAC,771,419,187,127,256,1817
RELEASE,4,155,2,11,Bob,B2A,OPEN,5,MAC,771,419,187,127,256,1817
RELEASE,4,155,2,12,Alice,A2B,OPEN,5,MAC,771,419,187,127,256,1817
RELEASE,4,155,2,13,Alice,A2B,OPEN,6,MAC,771,419,187,127,256,1818
RELEASE,4,155,2,14,Bob,B2A,OPEN,6,MAC,771,419,187,127,256,1818
RELEASE,4,155,2,15,Bob,B2A,CONFIRM,7,PRF,624,422,68,96,128,1439
RELEASE,4,155,2,16,Alice,A2B,CONFIRM,7,PRF,624,422,68,96,128,1439
RELEASE,4,155,4,1,Bob,B2A,QRECV_ACK,0,MAC,662,424,75,125,256,1467
RELEASE,4,155,4,2,Alice,A2B,DECOY_INFO,0,MAC,6861,425,6272,126,256,4767
RELEASE,4,155,4,3,Bob,B2A,DIALOGUE_B_QPASS,1,MAC,682,431,86,127,256,1573
RELEASE,4,155,4,4,Alice,A2B,DIALOGUE_A,1,MAC,653,425,63,127,256,1485
RELEASE,4,155,4,5,Alice,A2B,COMMIT_SET,2,MAC,989,425,399,127,256,2260
RELEASE,4,155,4,6,Bob,B2A,COMMIT_SET,2,MAC,989,425,399,127,256,2260
RELEASE,4,155,4,7,Bob,B2A,OPEN,3,MAC,773,419,189,127,256,1818
RELEASE,4,155,4,8,Alice,A2B,OPEN,3,MAC,773,419,189,127,256,1818
RELEASE,4,155,4,9,Alice,A2B,OPEN,4,MAC,773,419,189,127,256,1820
RELEASE,4,155,4,10,Bob,B2A,OPEN,4,MAC,773,419,189,127,256,1820
RELEASE,4,155,4,11,Bob,B2A,CONFIRM,5,PRF,624,422,68,96,128,1439
RELEASE,4,155,4,12,Alice,A2B,CONFIRM,5,PRF,624,422,68,96,128,1439
RELEASE,4,155,8,1,Bob,B2A,QRECV_ACK,0,MAC,662,424,75,125,256,1467
RELEASE,4,155,8,2,Alice,A2B,DECOY_INFO,0,MAC,6861,425,6272,126,256,4773
RELEASE,4,155,8,3,Bob,B2A,DIALOGUE_B_QPASS,1,MAC,682,431,86,127,256,1573
RELEASE,4,155,8,4,Alice,A2B,DIALOGUE_A,1,MAC,653,425,63,127,256,1485
RELEASE,4,155,8,5,Alice,A2B,COMMIT_SET,2,MAC,877,425,287,127,256,2000
RELEASE,4,155,8,6,Bob,B2A,COMMIT_SET,2,MAC,877,425,287,127,256,2000
RELEASE,4,155,8,7,Alice,A2B,OPEN,3,MAC,777,419,193,127,256,1823
RELEASE,4,155,8,8,Bob,B2A,OPEN,3,MAC,777,419,193,127,256,1823
RELEASE,4,155,8,9,Bob,B2A,CONFIRM,4,PRF,624,422,68,96,128,1439
RELEASE,4,155,8,10,Alice,A2B,CONFIRM,4,PRF,624,422,68,96,128,1439
BASIC,8,4,,1,Bob,B2A,QRECV_ACK,0,MAC,660,422,75,125,256,1443
BASIC,8,4,,2,Alice,A2B,DECOY_INFO,0,MAC,1422,423,835,126,256,2154
BASIC,8,4,,3,Bob,B2A,DIALOGUE_B_QPASS,1,MAC,688,429,94,127,256,1566
BASIC,8,4,,4,Alice,A2B,DIALOGUE_A,1,MAC,659,423,71,127,256,1478
